#Gumbel
#Console: python /galaxy/home/delphinel/miniconda3/envs/tnseq/bin/transit gumbel bedgraphs_no_mismatch/joined/blunt_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289505_both.tab NCTC8325.prot_table transit_no_mismatch/mean_all_blunt.tab -s 20000 -b 1000 -r Mean --no-norm
#Data: bedgraphs_no_mismatch/joined/blunt_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289505_both.tab
#Annotation path: NCTC8325.prot_table
#FDR Corrected thresholds: 0.993300, 0.045050
#MH Acceptance-Rate:	37.77%
#Total Iterations Performed:	20999
#Sample Size:	20000
#phi estimate:	0.249516
#Time: 804.361941099
#Orf	Name	Desc	k	n	r	s	zbar	Call
SAOUHSC_00770	SAOUHSC_00770	conserved hypothetical protein	7	12	2	23	-1.000000	S
SAOUHSC_00771	SAOUHSC_00771	peptide chain release factor 2%2C putative	5	64	34	422	1.000000	E
SAOUHSC_00772	SAOUHSC_00772	conserved hypothetical protein	9	12	2	6	-1.000000	S
SAOUHSC_00773	SAOUHSC_00773	LysM domain protein	67	75	1	2	0.001250	NE
SAOUHSC_00774	SAOUHSC_00774	conserved hypothetical protein	35	58	3	36	0.000000	NE
SAOUHSC_00775	SAOUHSC_00775	conserved hypothetical protein	24	29	2	8	0.000000	NE
SAOUHSC_00776	SAOUHSC_00776	excinuclease ABC%2C B subunit	71	84	1	2	0.003600	NE
SAOUHSC_00778	SAOUHSC_00778	conserved hypothetical protein	0	20	20	996	0.503200	U
SAOUHSC_00779	SAOUHSC_00779	excinuclease ABC subunit B%2C putative	63	84	3	20	0.000000	NE
SAOUHSC_00780	uvrA	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 uvrA and 2 uvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by uvrB%2C the uvrA molecules dissociate	189	256	4	50	0.000000	NE
SAOUHSC_00781	SAOUHSC_00781	catalyzes the phosphorylation of the phosphocarrier protein HPr of the bacterial phosphotransferase system	5	95	63	612	0.999050	E
SAOUHSC_00782	SAOUHSC_00782	transfers the N-acyl diglyceride moiety to the prospective N-terminal cysteine in prolipoprotein	77	100	3	27	0.000000	NE
SAOUHSC_00783	SAOUHSC_00783	conserved hypothetical protein	31	53	3	11	0.000000	NE
SAOUHSC_00784	SAOUHSC_00784	conserved hypothetical protein	94	146	4	34	0.000000	NE
SAOUHSC_00785	SAOUHSC_00785	thioredoxin reductase	3	78	37	458	1.000000	E
SAOUHSC_00786	SAOUHSC_00786	conserved hypothetical protein	10	11	1	2	0.000000	NE
SAOUHSC_00787	SAOUHSC_00787	conserved hypothetical protein	61	87	5	52	0.000000	NE
SAOUHSC_00788	SAOUHSC_00788	conserved hypothetical protein	10	88	50	600	1.000000	E
SAOUHSC_00789	SAOUHSC_00789	conserved hypothetical protein	28	64	7	43	0.000000	NE
SAOUHSC_00790	clpP	hydrolyzes proteins to small peptides%3B with the ATPase subunits ClpA or ClpX%2C ClpP degrades specific substrates	2	48	35	479	1.000000	E
SAOUHSC_00792	SAOUHSC_00792	conserved hypothetical protein	66	89	3	33	0.000000	NE
SAOUHSC_00793	SAOUHSC_00793	conserved hypothetical protein	28	38	2	59	0.000000	NE
SAOUHSC_00794	SAOUHSC_00794	glycolytic operon regulator	43	78	5	96	0.000000	NE
SAOUHSC_00795	SAOUHSC_00795	glyceraldehyde-3-phosphate dehydrogenase%2C type I	0	85	85	1003	1.000000	E
SAOUHSC_00796	pgk	Converts 3-phospho-D-glycerate to 3-phospho-D-glyceroyl phosphate during the glycolysis pathway	4	110	53	542	0.999800	E
SAOUHSC_00797	tpiA	Reversibly isomerizes the ketone sugar dihydroxyacetone phosphate to the aldehyde sugar glyceraldehyde-3-phosphate	0	54	54	747	0.999800	E
SAOUHSC_00798	SAOUHSC_00798	catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate	18	117	14	176	0.044400	NE
SAOUHSC_00799	eno	enolase%3B catalyzes the formation of phosphoenolpyruvate from 2-phospho-D-glycerate in glycolysis	4	109	104	1268	1.000000	E
SAOUHSC_00800	SAOUHSC_00800	conserved hypothetical protein	39	47	1	2	0.000000	NE
SAOUHSC_00801	secG	preprotein translocase%2C SecG subunit	16	27	3	14	0.000000	NE
SAOUHSC_00802	SAOUHSC_00802	carboxylesterase precursor%2C putative	40	63	2	12	0.000000	NE
SAOUHSC_00803	SAOUHSC_00803	ribonuclease R%2C putative	106	204	5	41	0.000000	NE
SAOUHSC_00804	smpB	binds to ssrA RNA (tmRNA) and is required for its successful binding to ribosomes%3B also appears to function in the trans-translation step by promoting accommodation of tmRNA into the ribosomal A site%3B SmpB protects the tmRNA from RNase R degradation in Caulobacter crescentus%3B both the tmRNA and SmpB are regulated in cell cycle-dependent manner%3B functions in release of stalled ribosomes from damaged mRNAs and targeting proteins for degradation	2	38	35	392	1.000000	E
SAOUHSC_00806	SAOUHSC_00806	conserved hypothetical protein	35	43	1	2	0.000000	NE
SAOUHSC_00807	SAOUHSC_00807	conserved hypothetical protein	6	9	1	2	-1.000000	S
SAOUHSC_00808	SAOUHSC_00808	conserved hypothetical protein	52	63	2	8	0.000000	NE
SAOUHSC_00809	SAOUHSC_00809	conserved hypothetical protein	10	18	2	4	-1.000000	S
SAOUHSC_00810	SAOUHSC_00810	conserved hypothetical protein	44	60	4	30	0.000000	NE
SAOUHSC_00811	SAOUHSC_00811	conserved hypothetical protein	40	53	2	18	0.000000	NE
SAOUHSC_00812	SAOUHSC_00812	clumping factor	146	199	6	158	0.000000	NE
SAOUHSC_00816	SAOUHSC_00816	extracellular matrix and plasma binding protein%2C putative	69	99	3	29	0.000000	NE
SAOUHSC_00817	SAOUHSC_00817	conserved hypothetical protein	24	43	4	39	0.000000	NE
SAOUHSC_00818	SAOUHSC_00818	thermonuclease precursor	46	62	2	16	0.000000	NE
SAOUHSC_00819	SAOUHSC_00819	conserved hypothetical protein	8	12	2	31	0.000000	NE
SAOUHSC_00820	SAOUHSC_00820	conserved hypothetical protein	17	22	2	11	0.000000	NE
SAOUHSC_00821	SAOUHSC_00821	conserved hypothetical protein	19	26	2	9	0.000000	NE
SAOUHSC_00822	SAOUHSC_00822	conserved hypothetical protein	42	59	2	17	0.000000	NE
SAOUHSC_00823	SAOUHSC_00823	conserved hypothetical protein	17	22	2	17	0.000000	NE
SAOUHSC_00824	SAOUHSC_00824	conserved hypothetical protein	30	39	3	11	0.000000	NE
SAOUHSC_00825	SAOUHSC_00825	conserved hypothetical protein	19	21	1	2	0.000000	NE
SAOUHSC_00826	SAOUHSC_00826	conserved hypothetical protein	19	25	1	2	0.000000	NE
SAOUHSC_00827	SAOUHSC_00827	conserved hypothetical protein	33	42	2	8	0.000000	NE
SAOUHSC_00828	SAOUHSC_00828	conserved hypothetical protein	61	72	2	7	0.000000	NE
SAOUHSC_00830	SAOUHSC_00830	conserved hypothetical protein	30	46	5	29	0.000000	NE
SAOUHSC_00831	SAOUHSC_00831	conserved hypothetical protein	30	33	1	2	0.000000	NE
SAOUHSC_00832	SAOUHSC_00832	catalyzes the dehydration of 3-dehydroquinate to form 3-dehydroshikimate in aromatic amino acid biosynthesis	27	69	5	50	0.000000	NE
SAOUHSC_00833	SAOUHSC_00833	conserved hypothetical protein	46	51	1	2	0.000000	NE
SAOUHSC_00834	SAOUHSC_00834	thioredoxin%2C putative	23	29	2	15	0.000000	NE
SAOUHSC_00835	SAOUHSC_00835	conserved hypothetical protein	28	41	2	9	0.000000	NE
SAOUHSC_00836	SAOUHSC_00836	part of multienzyme complex composed of H%2C L%2C P%2C and T proteins which catalyzes oxidation of glycine to yield carbon dioxide%2C ammonia%2C 5%2C10-CH2-H4folate and a reduced pyridine nucleotide%3B protein H is involved in transfer of methylamine group from the P to T protein%3B covalently bound to a lipoyl cofactor	19	31	2	28	0.000000	NE
SAOUHSC_00837	SAOUHSC_00837	conserved hypothetical protein	11	15	2	21	-1.000000	S
SAOUHSC_00838	SAOUHSC_00838	conserved hypothetical protein	60	77	3	35	0.000000	NE
SAOUHSC_00839	SAOUHSC_00839	conserved hypothetical protein	7	9	1	2	-1.000000	S
SAOUHSC_00840	SAOUHSC_00840	conserved hypothetical protein	30	38	2	13	0.000000	NE
SAOUHSC_00841	SAOUHSC_00841	conserved hypothetical protein	23	30	2	10	0.000000	NE
SAOUHSC_00842	SAOUHSC_00842	ABC transporter%2C ATP-binding protein%2C putative	61	77	3	26	0.000000	NE
SAOUHSC_00843	SAOUHSC_00843	conserved hypothetical protein	53	69	4	63	0.000000	NE
SAOUHSC_00844	SAOUHSC_00844	conserved hypothetical protein	63	81	2	11	0.000000	NE
SAOUHSC_00845	SAOUHSC_00845	conserved hypothetical protein	14	17	2	10	0.000000	NE
SAOUHSC_00846	SAOUHSC_00846	conserved hypothetical protein	75	93	3	18	0.000000	NE
SAOUHSC_00847	SAOUHSC_00847	ABC transporter%2C ATP-binding protein%2C putative	1	64	51	589	1.000000	E
SAOUHSC_00848	SAOUHSC_00848	conserved hypothetical protein	3	117	92	992	0.999850	E
SAOUHSC_00849	SAOUHSC_00849	aminotransferase%2C class V superfamily%2C putative	0	94	94	1218	0.999750	E
SAOUHSC_00850	SAOUHSC_00850	conserved hypothetical protein	3	40	35	385	1.000000	E
SAOUHSC_00851	SAOUHSC_00851	conserved hypothetical protein	3	118	58	584	0.999800	E
SAOUHSC_00852	SAOUHSC_00852	conserved hypothetical protein	8	15	5	26	-1.000000	S
SAOUHSC_00853	SAOUHSC_00853	conserved hypothetical protein	30	41	2	14	0.000000	NE
SAOUHSC_00854	SAOUHSC_00854	conserved hypothetical protein	64	88	3	22	0.000000	NE
SAOUHSC_00855	SAOUHSC_00855	conserved hypothetical protein	63	91	4	31	0.000000	NE
SAOUHSC_00857	SAOUHSC_00857	conserved hypothetical protein	5	5	0	0	-1.000000	S
SAOUHSC_00858	SAOUHSC_00858	conserved hypothetical protein	52	72	3	19	0.000000	NE
SAOUHSC_00859	SAOUHSC_00859	conserved hypothetical protein	61	89	3	16	0.000000	NE
SAOUHSC_00860	SAOUHSC_00860	5-nucleotidase family protein	103	130	4	61	0.000000	NE
SAOUHSC_00861	SAOUHSC_00861	catalyzes the radical-mediated insertion of two sulfur atoms into an acyl carrier protein (ACP) bound to an octanoyl group to produce a lipoyl group	49	79	4	35	0.000000	NE
SAOUHSC_00862	SAOUHSC_00862	conserved hypothetical protein	27	40	4	35	0.000000	NE
SAOUHSC_00863	SAOUHSC_00863	conserved hypothetical protein	20	27	4	20	0.000000	NE
SAOUHSC_00864	SAOUHSC_00864	conserved hypothetical protein	41	51	4	29	0.000000	NE
SAOUHSC_00865	SAOUHSC_00865	conserved hypothetical protein	54	80	4	24	0.000000	NE
SAOUHSC_00866	SAOUHSC_00866	D-isomer specific 2-hydroxyacid dehydrogenase%2C NAD binding domain protein	50	78	4	50	0.000000	NE
SAOUHSC_00867	SAOUHSC_00867	conserved hypothetical protein	6	14	4	30	-1.000000	S
SAOUHSC_00868	SAOUHSC_00868	conserved hypothetical protein	0	21	21	144	-1.000000	S
SAOUHSC_00869	SAOUHSC_00869	transfers D-alanine to the D-alanyl carrier protein during the incorporation of D-alanine into lipoteichoic acid	3	124	94	1101	1.000000	E
SAOUHSC_00870	SAOUHSC_00870	dltB protein%2C putative	6	124	74	719	0.991550	U
SAOUHSC_00871	SAOUHSC_00871	D-alanyl carrier protein subunit%3B involved in the incorporation of D-alanine into membrane-associated D-alanyl-lipoteichoic acid%3B D-alanyl carrier protein is the acceptor of activated D-alanine which it donates to a membrane acceptor(D-alanyl transferase) for incorporation into membrane lipoteichoic acid	1	23	11	104	0.185350	U
SAOUHSC_00872	SAOUHSC_00872	extramembranal protein	7	114	47	523	1.000000	E
SAOUHSC_00873	SAOUHSC_00873	conserved hypothetical protein	11	19	4	38	0.000000	NE
SAOUHSC_00874	SAOUHSC_00874	conserved hypothetical protein	29	38	2	9	0.000000	NE
SAOUHSC_00875	SAOUHSC_00875	conserved hypothetical protein	70	101	3	28	0.000000	NE
SAOUHSC_00876	SAOUHSC_00876	conserved hypothetical protein	13	20	3	34	0.000000	NE
SAOUHSC_00877	SAOUHSC_00877	conserved hypothetical protein	22	30	5	48	0.000000	NE
SAOUHSC_00878	SAOUHSC_00878	conserved hypothetical protein	30	94	8	84	0.000000	NE
SAOUHSC_00879	SAOUHSC_00879	probable cytosol aminopeptidase	111	146	2	20	0.000000	NE
SAOUHSC_00880	SAOUHSC_00880	conserved hypothetical protein	90	144	6	55	0.000000	NE
SAOUHSC_00881	SAOUHSC_00881	conserved hypothetical protein	20	37	3	11	0.000000	NE
SAOUHSC_00882	SAOUHSC_00882	conserved hypothetical protein	67	100	4	32	0.000000	NE
SAOUHSC_00883	SAOUHSC_00883	subunit G of antiporter complex involved in resistance to high concentrations of Na+%2C K+%2C Li+ and/or alkali	5	38	29	255	0.999650	E
SAOUHSC_00884	SAOUHSC_00884	subunit F of antiporter complex involved in resistance to high concentrations of Na+%2C K+%2C Li+ and/or alkali	1	34	17	123	0.538650	U
SAOUHSC_00885	SAOUHSC_00885	subunit E of antiporter complex involved in resistance to high concentrations of Na+%2C K+%2C Li+ and/or alkali	1	50	47	426	0.999950	E
SAOUHSC_00886	SAOUHSC_00886	subunit D of antiporter complex involved in resistance to high concentrations of Na+%2C K+%2C Li+ and/or alkali%3B contains an oxidoreductase domain%3B catalyzes the transfer of electrons from NADH to ubiquinone	6	159	92	973	0.999550	E
SAOUHSC_00887	SAOUHSC_00887	subunit C of antiporter complex involved in resistance to high concentrations of Na+%2C K+%2C Li+ and/or alkali	2	33	15	150	0.605500	U
SAOUHSC_00888	SAOUHSC_00888	subunit B of antiporter complex involved in resistance to high concentrations of Na+%2C K+%2C Li+ and/or alkali%3B in the case of S. meliloti it was proved to be involved specifically with K+ transport	0	37	37	401	1.000000	E
SAOUHSC_00889	SAOUHSC_00889	subunit A of antiporter complex involved in resistance to high concentrations of Na+%2C K+%2C Li+ and/or alkali	6	255	150	1449	0.490500	U
SAOUHSC_00890	SAOUHSC_00890	conserved hypothetical protein	21	27	2	17	0.000000	NE
SAOUHSC_00891	SAOUHSC_00891	peptidyl-prolyl cis-trans isomerase%2C cyclophilin-type%2C putative	33	40	1	2	0.000050	NE
SAOUHSC_00892	SAOUHSC_00892	conserved hypothetical protein	26	29	1	2	0.000000	NE
SAOUHSC_00893	SAOUHSC_00893	FMN oxidoreductase%2C putative	61	85	3	22	0.000000	NE
SAOUHSC_00894	rocD	ornithine aminotransferase%2C putative	73	100	4	65	0.000000	NE
SAOUHSC_00895	SAOUHSC_00895	glutamate dehydrogenase%2C NAD-specific%2C putative	69	107	6	60	0.000000	NE
SAOUHSC_00896	SAOUHSC_00896	conserved hypothetical protein	7	7	0	0	0.000000	NE
SAOUHSC_00897	SAOUHSC_00897	conserved hypothetical protein	68	90	3	26	0.000000	NE
SAOUHSC_00898	SAOUHSC_00898	catalyzes the formation of arginine from (N-L-arginino)succinate	97	119	4	56	0.000000	NE
SAOUHSC_00899	SAOUHSC_00899	catalyzes the formation of 2-N(omega)-(L-arginino)succinate from L-citrulline and L-aspartate in arginine biosynthesis%2C AMP-forming	74	102	3	15	0.000000	NE
SAOUHSC_00900	pgi	functions in sugar metabolism in glycolysis and the Embden-Meyerhof pathways (EMP) and in gluconeogenesis%3B catalyzes reversible isomerization of glucose-6-phosphate to fructose-6-phosphate%3B member of PGI family	3	115	108	1259	0.999950	E
SAOUHSC_00901	SAOUHSC_00901	conserved hypothetical protein	52	62	2	11	0.000000	NE
SAOUHSC_00902	SAOUHSC_00902	Signal peptidase IA%2C putative	36	51	3	26	0.000000	NE
SAOUHSC_00903	SAOUHSC_00903	Signal peptidase IB%2C putative	4	40	33	366	1.000000	E
SAOUHSC_00904	SAOUHSC_00904	exonuclease RexB%2C putative	21	306	67	793	1.000000	E
SAOUHSC_00905	SAOUHSC_00905	ATP-dependent nuclease subunit A%2C putative	20	316	55	683	1.000000	E
SAOUHSC_00906	SAOUHSC_00906	conserved hypothetical protein	64	84	2	11	0.000000	NE
SAOUHSC_00907	SAOUHSC_00907	conserved hypothetical protein	25	36	4	25	0.000000	NE
SAOUHSC_00908	SAOUHSC_00908	NADPH-dependent%3B catalyzes the reduction of coenzyme A disulfide	74	108	5	52	0.000000	NE
SAOUHSC_00909	SAOUHSC_00909	conserved hypothetical protein	51	75	4	12	0.000000	NE
SAOUHSC_00910	SAOUHSC_00910	conserved hypothetical protein	17	22	2	7	0.000000	NE
SAOUHSC_00911	SAOUHSC_00911	conserved hypothetical protein	165	218	5	38	0.000000	NE
SAOUHSC_00912	SAOUHSC_00912	ATP-dependent Clp protease%2C ATP-binding subunit ClpB	171	226	2	18	0.000000	NE
SAOUHSC_00913	SAOUHSC_00913	conserved hypothetical protein	64	88	7	51	0.000000	NE
SAOUHSC_00914	SAOUHSC_00914	2-isopropylmalate synthase%2C putative	94	120	3	20	0.000000	NE
SAOUHSC_00915	SAOUHSC_00915	conserved hypothetical protein	66	86	3	17	0.000000	NE
SAOUHSC_00916	SAOUHSC_00916	conserved hypothetical protein	101	166	18	92	0.498900	U
SAOUHSC_00917	SAOUHSC_00917	conserved hypothetical protein	35	47	2	34	0.000000	NE
SAOUHSC_00919	SAOUHSC_00919	conserved hypothetical protein	11	16	3	42	-1.000000	S
SAOUHSC_00920	SAOUHSC_00920	FabH%3B beta-ketoacyl-acyl carrier protein synthase III%3B catalyzes the condensation of acetyl-CoA with malonyl-ACP to initiate cycles of fatty acid elongation%3B differs from 3-oxoacyl-(acyl carrier protein) synthase I and II in that it utilizes CoA thioesters as primers rather than acyl-ACPs	0	79	79	930	1.000000	E
SAOUHSC_00921	SAOUHSC_00921	3-oxoacyl- synthase%2C putative	2	97	95	1210	0.999950	E
SAOUHSC_00922	SAOUHSC_00922	conserved hypothetical protein	33	43	4	15	0.000000	NE
SAOUHSC_00923	SAOUHSC_00923	conserved hypothetical protein	70	96	5	62	0.000000	NE
SAOUHSC_00924	SAOUHSC_00924	conserved hypothetical protein	71	98	3	68	0.000000	NE
SAOUHSC_00925	SAOUHSC_00925	conserved hypothetical protein	59	78	2	14	0.000000	NE
SAOUHSC_00926	SAOUHSC_00926	oligopeptide ABC transporter%2C ATP-binding protein%2C putative	60	87	3	11	0.000000	NE
SAOUHSC_00927	SAOUHSC_00927	oligopeptide ABC transporter%2C substrate-binding protein%2C putative	104	146	5	66	0.000000	NE
SAOUHSC_00928	SAOUHSC_00928	oligopeptide ABC transporter%2C substrate-binding protein%2C putative	120	169	4	23	0.000000	NE
SAOUHSC_00929	SAOUHSC_00929	oligopeptide ABC transporter%2C ATP-binding protein%2C putative	60	95	4	36	0.000000	NE
SAOUHSC_00930	SAOUHSC_00930	oligopeptide ABC transporter%2C ATP-binding protein%2C putative	69	91	4	55	0.000000	NE
SAOUHSC_00931	SAOUHSC_00931	oligopeptide ABC transporter%2C permease protein%2C putative	94	121	3	24	0.000000	NE
SAOUHSC_00932	SAOUHSC_00932	oligopeptide ABC transporter%2C permease protein%2C putative	67	96	4	31	0.000000	NE
SAOUHSC_00933	SAOUHSC_00933	catalyzes a two-step reaction%2C first charging a tryptophan molecule by linking its carboxyl group to the alpha-phosphate of ATP%2C followed by transfer of the aminoacyl-adenylate to its tRNA	4	88	48	501	1.000000	E
SAOUHSC_00934	spxA	the anti-alpha factor Spx interacts with RNA polymerase alpha subunit C-terminal domain in a region that interacts with the sigma 70 subunit and may interfere with activation of promoters%3B in Bacillus subtilis this protein is a substrate for ClpXP protease%3B blocks transcription of the competence regulatory gene encoded by the srf operon%3B regulates a number of genes involved in thiol homeostasis including trxA and trxB%3B monomeric member of ArsC family of proteins%3B does not bind DNA%3B contains a disulfide bond between C10 and C13 which may sense disulfide stress	5	39	18	147	0.524050	U
SAOUHSC_00935	SAOUHSC_00935	enables recognition and targeting of proteins for proteolysis%2C involved in negative regulation of competence	52	59	2	26	0.000000	NE
SAOUHSC_00936	SAOUHSC_00936	conserved hypothetical protein	78	99	2	7	0.000000	NE
SAOUHSC_00937	SAOUHSC_00937	oligoendopeptidase F	140	178	2	23	0.000100	NE
SAOUHSC_00938	SAOUHSC_00938	conserved hypothetical protein	48	78	3	10	0.000000	NE
SAOUHSC_00939	SAOUHSC_00939	conserved hypothetical protein	20	23	2	19	0.000000	NE
SAOUHSC_00940	SAOUHSC_00940	conserved hypothetical protein	45	56	2	23	0.000000	NE
SAOUHSC_00941	SAOUHSC_00941	conserved hypothetical protein	27	38	3	14	0.000000	NE
SAOUHSC_00942	SAOUHSC_00942	GTP pyrophosphokinase%2C putative	34	50	3	25	0.000000	NE
SAOUHSC_00943	ppnK	catalyzes the phosphorylation of NAD to NADP	2	64	52	611	1.000000	E
SAOUHSC_00944	SAOUHSC_00944	conserved hypothetical protein	79	95	3	24	0.000000	NE
SAOUHSC_00945	SAOUHSC_00945	magnesium transporter	96	134	5	52	0.000000	NE
SAOUHSC_00946	SAOUHSC_00946	conserved hypothetical protein	133	181	4	57	0.000000	NE
SAOUHSC_00947	SAOUHSC_00947	Catalyzes a key regulatory step in fatty acid biosynthesis	1	72	39	436	1.000000	E
SAOUHSC_00948	SAOUHSC_00948	conserved hypothetical protein	102	122	3	22	0.000000	NE
SAOUHSC_00949	SAOUHSC_00949	conserved hypothetical protein	112	153	4	41	0.000000	NE
SAOUHSC_00950	SAOUHSC_00950	conserved hypothetical protein	58	79	2	12	0.000000	NE
SAOUHSC_00951	SAOUHSC_00951	similar to 2'-5' RNA ligase	34	43	1	2	0.000000	NE
SAOUHSC_00952	SAOUHSC_00952	conserved hypothetical protein	106	135	3	41	0.000000	NE
SAOUHSC_00953	SAOUHSC_00953	processive%3B catalyzes the formation of mono-%2C di- and tri-glucosyldiacylglycerol by the progressive transfer of glucosyl residues to diacylglycerol%3B involved in the formation of membrane glycolipids	37	121	13	95	0.016700	NE
SAOUHSC_00954	SAOUHSC_00954	involved in cell wall formation%3B peptidoglycan synthesis%3B cytoplasmic enzyme%3B catalyzes the addition of lysine to UDP-N-acetylmuramoyl-L-alanyl-D-glutamate forming UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine	1	120	119	1440	0.999950	E
SAOUHSC_00955	SAOUHSC_00955	conserved hypothetical protein	15	21	3	18	0.000000	NE
SAOUHSC_00956	prfC	stimulates the release of release factors 1 and 2 from the ribosome after hydrolysis of the ester bond in peptidyl-tRNA has occurred%3B GDP/GTP-binding protein	93	118	3	47	0.000000	NE
SAOUHSC_00957	SAOUHSC_00957	conserved hypothetical protein	12	73	32	328	1.000000	E
SAOUHSC_00958	SAOUHSC_00958	serine protease HtrA%2C putative	146	196	4	50	0.000000	NE
SAOUHSC_00959	SAOUHSC_00959	conserved hypothetical protein	109	154	4	15	0.000000	NE
SAOUHSC_00960	SAOUHSC_00960	conserved hypothetical protein	110	142	3	29	0.000000	NE
SAOUHSC_00961	SAOUHSC_00961	conserved hypothetical protein	36	47	2	8	0.000000	NE
SAOUHSC_00962	SAOUHSC_00962	conserved hypothetical protein	14	19	3	11	0.000000	NE
SAOUHSC_00963	SAOUHSC_00963	lipoyltransferase and lipoate-protein ligase%2C putative	69	91	2	11	0.000000	NE
SAOUHSC_00964	SAOUHSC_00964	conserved hypothetical protein	5	14	6	62	0.008300	NE
SAOUHSC_00965	SAOUHSC_00965	conserved hypothetical protein	67	82	2	29	0.000000	NE
SAOUHSC_00966	SAOUHSC_00966	conserved hypothetical protein	12	16	2	8	-1.000000	S
SAOUHSC_00967	SAOUHSC_00967	-	7	11	1	2	-1.000000	S
SAOUHSC_00968	SAOUHSC_00968	conserved hypothetical protein	169	221	4	44	0.000000	NE
SAOUHSC_00969	SAOUHSC_00969	conserved hypothetical protein	32	39	2	13	0.000000	NE
SAOUHSC_00970	SAOUHSC_00970	ABC transporter%2C ATP-binding protein%2C putative	51	67	3	21	0.000000	NE
SAOUHSC_00971	SAOUHSC_00971	conserved hypothetical protein	29	34	2	16	0.000000	NE
SAOUHSC_00972	SAOUHSC_00972	conserved hypothetical protein	27	40	3	16	0.000000	NE
SAOUHSC_00975	SAOUHSC_00975	conserved hypothetical protein	34	38	2	13	0.000000	NE
SAOUHSC_00976	SAOUHSC_00976	conserved hypothetical protein	51	70	3	53	0.000000	NE
SAOUHSC_00977	SAOUHSC_00977	conserved hypothetical protein	9	13	3	17	-1.000000	S
SAOUHSC_00978	SAOUHSC_00978	conserved hypothetical protein	21	32	2	8	0.000000	NE
SAOUHSC_00979	SAOUHSC_00979	conserved hypothetical protein	51	60	2	5	0.000000	NE
SAOUHSC_00980	SAOUHSC_00980	catalyzes the formation of dimethylmenaquinone from 1%2C4-dihydroxy-2-naphthoate and octaprenyl diphosphate	3	107	63	519	0.511450	U
SAOUHSC_00981	SAOUHSC_00981	conserved hypothetical protein	2	6	4	23	-1.000000	S
SAOUHSC_00982	SAOUHSC_00982	conserved hypothetical protein	45	119	8	87	0.000000	NE
SAOUHSC_00983	SAOUHSC_00983	2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarboxylase	36	150	16	222	0.923950	U
SAOUHSC_00984	SAOUHSC_00984	conserved hypothetical protein	43	76	7	64	0.000000	NE
SAOUHSC_00985	SAOUHSC_00985	catalyzes the formation of 1%2C4-dihydroxy-2-naphthoate from O-succinylbenzoyl-CoA	5	63	23	204	0.865000	U
SAOUHSC_00986	SAOUHSC_00986	cysteine protease%2C putative	19	32	3	16	0.000000	NE
SAOUHSC_00987	SAOUHSC_00987	cysteine protease precursor%2C putative	89	120	3	11	0.000000	NE
