#Tn5 Gaps
#Console: python /galaxy/home/delphinel/miniconda3/envs/tnseq/bin/transit tn5gaps bedgraphs/ERR2249109_1_BW25113.wig,bedgraphs/ERR2249110_1_BW25113.wig,bedgraphs/ERR2249111_1_BW25113.wig,bedgraphs/ERR2249112_1_BW25113.wig BW25113.prot_table transit_res/sum_all_1_BW25113.tab -r Sum
#Data: bedgraphs/ERR2249109_1_BW25113.wig,bedgraphs/ERR2249110_1_BW25113.wig,bedgraphs/ERR2249111_1_BW25113.wig,bedgraphs/ERR2249112_1_BW25113.wig
#Annotation path: BW25113.prot_table
#Time: 126.894939184
#Essential gene count: 455
#Minimum reads: 1
#Replicate combination method: Sum
#Minimum significant run length: 80
#Expected run length: 5.13993
#Expected max run length: 59.4475978239
#Orf	Name	Desc	k	n	r	ovr	lenovr	pval	padj	call
BW25113_1247	oppF	homolog of Salmonella ATP-binding protein of oligopeptide ABC transport system	66	1002	102	102	102	0.00002	0.00027	Essential
BW25113_1248	yciU	-	28	327	39	39	39	1.00000	1.00000	Non-essential
BW25113_1249	clsA	cardiolipin synthase%2C a major membrane phospholipid%3B novobiocin sensitivity	179	1458	69	69	69	0.06184	0.47856	Non-essential
BW25113_1250	kch	putative potassium channel protein (VIC family)	238	1251	76	76	76	0.01183	0.10390	Non-essential
BW25113_1251	yciI	-	46	294	32	32	32	1.00000	1.00000	Non-essential
BW25113_1252	tonB	energy transducer%3B uptake of iron%2C cyanocobalimin%3B sensitivity to phages%2C colicins	38	717	85	85	85	0.00137	0.01400	Essential
BW25113_1253	yciA	-	60	396	37	37	37	1.00000	1.00000	Non-essential
BW25113_1254	yciB	-	64	537	55	55	75	0.01502	0.13027	Non-essential
BW25113_1255	yciC	-	140	741	32	32	32	1.00000	1.00000	Non-essential
BW25113_1256	ompW	putative outer membrane protein	199	636	27	27	27	1.00000	1.00000	Non-essential
BW25113_1257	yciE	-	77	504	26	26	26	1.00000	1.00000	Non-essential
BW25113_1258	yciF	putative structural proteins	98	498	26	27	51	0.99171	1.00000	Non-essential
BW25113_1259	yciG	-	32	177	30	30	30	1.00000	1.00000	Non-essential
BW25113_1260	trpA	tryptophan synthase%2C alpha protein	144	804	40	40	40	1.00000	1.00000	Non-essential
BW25113_1261	trpB	tryptophan synthase%2C beta protein	137	1191	49	49	49	0.99957	1.00000	Non-essential
BW25113_1262	trpC	N-(5-phosphoribosyl)anthranilate isomerase and indole-3-glycerolphosphate synthetase	157	1359	45	45	45	1.00000	1.00000	Non-essential
BW25113_1263	trpD	anthranilate synthase component II%2C glutamine amidotransferase and phosphoribosylanthranilate transferase	177	1593	46	46	46	1.00000	1.00000	Non-essential
BW25113_1264	trpE	anthranilate synthase component I	192	1560	82	82	82	0.00282	0.02780	Essential
BW25113_1265	trpL	-	3	42	27	27	27	1.00000	1.00000	Non-essential
BW25113_1266	yciV	putative enzymes	107	879	52	52	52	0.97696	1.00000	Non-essential
BW25113_1267	yciO	-	68	618	36	36	36	1.00000	1.00000	Non-essential
BW25113_1268	yciQ	-	369	1893	42	42	42	1.00000	1.00000	Non-essential
BW25113_1269	rluB	-	116	873	42	42	42	1.00000	1.00000	Non-essential
BW25113_1270	btuR	cob(I)alamin adenolsyltransferase	78	588	30	30	30	1.00000	1.00000	Non-essential
BW25113_1271	yciK	putative oxidoreductase	89	756	42	42	42	1.00000	1.00000	Non-essential
BW25113_1272	sohB	putative protease	119	1047	39	39	39	1.00000	1.00000	Non-essential
BW25113_1273	yciN	-	28	249	32	35	43	1.00000	1.00000	Non-essential
BW25113_1274	topA	DNA topoisomerase type I%2C omega protein	44	2595	824	824	824	0.00000	0.00000	Essential
BW25113_1275	cysB	positive transcriptional regulator for cysteine regulon	134	972	51	51	51	0.99171	1.00000	Non-essential
BW25113_1276	acnA	aconitate hydrase 1	313	2673	61	61	61	0.35282	1.00000	Non-essential
BW25113_1277	ribA	-	2	588	478	478	478	0.00000	0.00000	Essential
BW25113_1278	pgpB	non-essential phosphatidylglycerophosphate phosphatase%2C membrane bound	53	762	77	77	77	0.00932	0.08337	Non-essential
BW25113_1279	yciS	-	14	306	55	55	55	0.84050	1.00000	Non-essential
BW25113_1280	yciM	putative heat shock protein	70	1167	109	109	109	0.00000	0.00005	Essential
BW25113_1281	pyrF	-	104	735	39	39	39	1.00000	1.00000	Non-essential
BW25113_1282	yciH	-	72	324	22	22	22	1.00000	1.00000	Non-essential
BW25113_1283	osmB	osmotically inducible lipoprotein	74	216	14	14	14	1.00000	1.00000	Non-essential
BW25113_1284	yciT	putative DEOR-type transcriptional regulator	135	747	67	67	67	0.09800	0.71838	Non-essential
BW25113_1285	gmr	-	271	1983	53	53	53	0.94850	1.00000	Non-essential
BW25113_1286	rnb	RNase II%2C mRNA degradation	184	1932	82	82	82	0.00282	0.02780	Essential
BW25113_1287	yciW	-	134	1125	46	46	46	1.00000	1.00000	Non-essential
BW25113_1288	fabI	enoyl-[acyl-carrier-protein] reductase (NADH)	2	786	717	717	717	0.00000	0.00000	Essential
BW25113_1289	ycjD	-	43	351	37	37	37	1.00000	1.00000	Non-essential
BW25113_1290	sapF	putative ATP-binding protein of peptide transport system	90	804	39	39	39	1.00000	1.00000	Non-essential
BW25113_1291	sapD	putative ATP-binding protein of peptide transport system	103	990	54	54	54	0.90304	1.00000	Non-essential
BW25113_1292	sapC	homolog of Salmonella peptide transport permease protein%3B membrane component of ABC superfamily	108	888	85	85	85	0.00137	0.01400	Essential
BW25113_1293	sapB	homolog of Salmonella peptide transport permease protein%3B membrane component of ABC superfamily	111	963	53	53	53	0.94850	1.00000	Non-essential
BW25113_1294	sapA	homolog of Salmonella peptide transport periplasmic protein%3B periplasmic-binding component of ABC superfamily	177	1641	43	43	43	1.00000	1.00000	Non-essential
BW25113_1295	ymjA	-	39	243	35	35	35	1.00000	1.00000	Non-essential
BW25113_1296	puuP	putative amino acid/amine transport protein	169	1383	60	60	60	0.42484	1.00000	Non-essential
BW25113_1297	puuA	putative glutamine synthetase	188	1416	56	56	56	0.76405	1.00000	Non-essential
BW25113_1298	puuD	probable amidotransferase subunit	97	762	45	45	45	1.00000	1.00000	Non-essential
BW25113_1299	puuR	-	82	555	45	45	45	1.00000	1.00000	Non-essential
BW25113_1300	puuC	aldehyde dehydrogenase%2C prefers NADP over NAD	165	1485	62	62	62	0.28987	1.00000	Non-essential
BW25113_1301	puuB	probable oxidoreductase	151	1278	46	46	46	1.00000	1.00000	Non-essential
BW25113_1302	puuE	4-aminobutyrate aminotransferase	169	1263	61	61	61	0.35282	1.00000	Non-essential
BW25113_1303	pspF	-	126	975	44	44	44	1.00000	1.00000	Non-essential
BW25113_1304	pspA	phage shock protein%2C inner membrane protein	59	666	47	47	47	1.00000	1.00000	Non-essential
BW25113_1305	pspB	phage shock protein	29	222	22	22	22	1.00000	1.00000	Non-essential
BW25113_1306	pspC	phage shock protein: activates phage shock-protein expression	42	357	41	41	41	1.00000	1.00000	Non-essential
BW25113_1307	pspD	phage shock protein	21	219	51	51	51	0.99171	1.00000	Non-essential
BW25113_1308	pspE	phage shock protein	92	312	21	21	21	1.00000	1.00000	Non-essential
BW25113_1309	ycjM	putative polysaccharide hydrolase	440	1677	52	52	52	0.97696	1.00000	Non-essential
BW25113_1310	ycjN	-	236	1290	33	33	33	1.00000	1.00000	Non-essential
BW25113_1311	ycjO	putative binding-protein dependent transport protein	127	879	46	46	46	1.00000	1.00000	Non-essential
BW25113_1312	ycjP	putative transport system permease protein	107	840	39	39	39	1.00000	1.00000	Non-essential
BW25113_1313	ycjQ	putative oxidoreductase	124	1050	54	54	54	0.90304	1.00000	Non-essential
BW25113_1314	ycjR	-	101	786	109	109	120	0.00000	0.00000	Essential
BW25113_1315	ycjS	putative dehydrogenase	145	1053	29	29	29	1.00000	1.00000	Non-essential
BW25113_1316	ycjT	-	276	2265	46	46	46	1.00000	1.00000	Non-essential
BW25113_1317	ycjU	putative beta-phosphoglucomutase	85	657	47	47	47	1.00000	1.00000	Non-essential
BW25113_1319	ompG	outer membrane protein	374	903	15	15	15	1.00000	1.00000	Non-essential
BW25113_1320	ycjW	putative LACI-type transcriptional regulator	293	996	31	31	31	1.00000	1.00000	Non-essential
BW25113_1321	ycjX	putative EC 2.1 enzymes	180	1395	47	47	47	1.00000	1.00000	Non-essential
BW25113_1322	ycjF	-	148	1059	59	59	59	0.50495	1.00000	Non-essential
BW25113_1323	tyrR	transcriptional regulation of aroF%2C aroG%2C tyrA and aromatic amino acid transport	151	1539	72	72	72	0.03060	0.25320	Non-essential
BW25113_1324	tpx	thiol peroxidase	72	504	43	43	43	1.00000	1.00000	Non-essential
BW25113_1325	ycjG	putative muconate cycloisomerase I	117	963	46	46	46	1.00000	1.00000	Non-essential
BW25113_1326	mpaA	putative carboxypeptidase	108	726	41	41	41	1.00000	1.00000	Non-essential
BW25113_1327	ycjY	-	183	918	42	42	42	1.00000	1.00000	Non-essential
BW25113_1328	pgrR	putative transcriptional regulator LYSR-type	209	897	48	48	48	0.99995	1.00000	Non-essential
BW25113_1329	mppA	periplasmic-binding component of ABC superfamily	389	1611	50	50	50	0.99774	1.00000	Non-essential
BW25113_1330	ynaI	-	289	1029	44	44	44	1.00000	1.00000	Non-essential
BW25113_1331	insH1	-	538	1014	8	8	8	1.00000	1.00000	Non-essential
BW25113_1332	ynaJ	-	28	255	67	67	69	0.06184	0.47856	Non-essential
BW25113_1333	uspE	-	119	948	35	35	35	1.00000	1.00000	Non-essential
BW25113_1334	fnr	transcriptional regulation of aerobic%2C anaerobic respiration%2C osmotic balance	62	750	60	60	60	0.42484	1.00000	Non-essential
BW25113_1335	ogt	O-6-alkylguanine-DNA/cysteine-protein methyltransferase	46	513	77	77	77	0.00932	0.08337	Non-essential
BW25113_1336	abgT	-	136	1524	53	53	53	0.94850	1.00000	Non-essential
BW25113_1337	abgB	-	180	1443	41	41	41	1.00000	1.00000	Non-essential
BW25113_1338	abgA	-	175	1308	49	49	49	0.99957	1.00000	Non-essential
BW25113_1339	abgR	putative transcriptional regulator LYSR-type	129	906	52	52	52	0.97696	1.00000	Non-essential
BW25113_1340	smrA	-	61	561	42	42	77	0.00932	0.08337	Non-essential
BW25113_1341	ydaM	-	171	1230	80	80	80	0.00455	0.04301	Essential
BW25113_1342	ydaN	-	138	981	83	83	83	0.00222	0.02224	Essential
BW25113_1343	dbpA	ATP-dependent RNA helicase	147	1371	56	56	56	0.76405	1.00000	Non-essential
BW25113_1344	ttcA	-	114	933	38	38	38	1.00000	1.00000	Non-essential
BW25113_1345	intR	-	280	1233	39	39	39	1.00000	1.00000	Non-essential
BW25113_1346	ydaQ	putative lambdoid prophage Rac excisionase	68	213	13	13	13	1.00000	1.00000	Non-essential
BW25113_1347	rcbA	-	25	207	78	78	78	0.00734	0.06733	Non-essential
BW25113_1348	ralR	restriction alleviation and modification enhancement	47	192	16	16	16	1.00000	1.00000	Non-essential
BW25113_1349	recT	recombinase%2C DNA renaturation	182	807	39	39	39	1.00000	1.00000	Non-essential
BW25113_1350	recE	exonuclease VIII%2C ds DNA exonuclease%2C 5' --> 3' specific	340	2598	52	52	52	0.97696	1.00000	Non-essential
BW25113_1351	racC	RacC protein	50	273	36	36	36	1.00000	1.00000	Non-essential
BW25113_1352	kilR	Kil protein (killing function) of lambdoid prophage Rac	18	219	37	37	37	1.00000	1.00000	Non-essential
BW25113_1353	sieB	phage superinfection exclusion protein	94	486	54	54	54	0.90304	1.00000	Non-essential
BW25113_1355	ydaG	-	29	132	12	12	12	1.00000	1.00000	Non-essential
BW25113_1356	racR	-	9	474	207	207	207	0.00000	0.00000	Essential
BW25113_1357	ydaS	-	11	294	84	87	128	0.00000	0.00000	Essential
BW25113_1358	ydaT	-	42	420	47	47	47	1.00000	1.00000	Non-essential
BW25113_1359	ydaU	-	108	855	54	54	54	0.90304	1.00000	Non-essential
BW25113_1360	ydaV	putative DNA replication factor	83	744	51	51	51	0.99171	1.00000	Non-essential
BW25113_1363	trkG	-	225	1455	63	63	63	0.23608	1.00000	Non-essential
BW25113_1365	ynaK	-	105	261	18	18	18	1.00000	1.00000	Non-essential
BW25113_1372	stfR	-	480	3360	59	59	59	0.50495	1.00000	Non-essential
BW25113_1373	tfaR	tail fiber assembly protein homolog from lambdoid prophage Rac	151	573	40	40	40	1.00000	1.00000	Non-essential
BW25113_1374	pinR	-	120	588	39	39	39	1.00000	1.00000	Non-essential
BW25113_1375	ynaE	-	27	231	56	58	89	0.00053	0.00557	Essential
BW25113_1376	uspF	putative filament protein	132	432	18	18	18	1.00000	1.00000	Non-essential
BW25113_1377	ompN	-	313	1131	37	37	37	1.00000	1.00000	Non-essential
BW25113_1378	pfo	putative oxidoreductase%2C Fe-S subunit	522	3522	51	51	51	0.99171	1.00000	Non-essential
BW25113_1379	hslJ	heat shock protein hslJ	58	420	59	59	59	0.50495	1.00000	Non-essential
BW25113_1380	ldhA	-	153	987	73	73	73	0.02415	0.20497	Non-essential
BW25113_1381	ydbH	-	457	2637	65	65	65	0.15351	1.00000	Non-essential
BW25113_1382	ynbE	-	63	183	14	14	16	1.00000	1.00000	Non-essential
BW25113_1383	ydbL	-	100	324	16	16	16	1.00000	1.00000	Non-essential
BW25113_1384	feaR	regulatory protein for 2-phenylethylamine catabolism	202	903	27	27	27	1.00000	1.00000	Non-essential
BW25113_1385	feaB	-	214	1497	53	53	53	0.94850	1.00000	Non-essential
BW25113_1386	tynA	copper amine oxidase (tyramine oxidase)	329	2271	95	95	95	0.00012	0.00138	Essential
BW25113_1387	paaZ	-	263	2043	77	77	77	0.00932	0.08337	Non-essential
BW25113_1388	paaA	-	121	927	59	59	59	0.50495	1.00000	Non-essential
BW25113_1389	paaB	-	24	285	57	57	57	0.67893	1.00000	Non-essential
BW25113_1390	paaC	-	115	744	31	31	31	1.00000	1.00000	Non-essential
BW25113_1391	paaD	-	69	495	44	44	44	1.00000	1.00000	Non-essential
BW25113_1392	paaE	-	118	1068	48	48	48	0.99995	1.00000	Non-essential
BW25113_1393	paaF	-	85	765	54	54	54	0.90304	1.00000	Non-essential
BW25113_1394	paaG	-	102	786	37	37	37	1.00000	1.00000	Non-essential
BW25113_1395	paaH	-	163	1425	76	76	76	0.01183	0.10390	Non-essential
BW25113_1396	paaI	-	71	420	36	36	36	1.00000	1.00000	Non-essential
BW25113_1397	paaJ	-	154	1203	78	78	78	0.00734	0.06733	Non-essential
BW25113_1398	paaK	-	180	1311	72	72	72	0.03060	0.25320	Non-essential
BW25113_1399	paaX	-	127	948	41	41	41	1.00000	1.00000	Non-essential
BW25113_1400	paaY	-	122	588	51	51	51	0.99171	1.00000	Non-essential
BW25113_1402	insD1	-	472	903	10	10	10	1.00000	1.00000	Non-essential
BW25113_1403	insC1	-	177	363	21	21	21	1.00000	1.00000	Non-essential
BW25113_1404	insI1	-	414	1149	25	25	25	1.00000	1.00000	Non-essential
BW25113_1406	ydbC	putative dehydrogenase	175	858	40	40	40	1.00000	1.00000	Non-essential
BW25113_1407	ydbD	-	677	2304	104	104	104	0.00001	0.00017	Essential
BW25113_1408	ynbA	-	195	603	35	35	35	1.00000	1.00000	Non-essential
BW25113_1409	ynbB	putative phosphatidate cytidiltransferase	180	894	91	91	91	0.00033	0.00348	Essential
BW25113_1410	ynbC	-	278	1755	45	45	45	1.00000	1.00000	Non-essential
BW25113_1411	ynbD	putative enzymes	180	1290	45	45	45	1.00000	1.00000	Non-essential
BW25113_1412	azoR	acyl carrier protein phosphodiesterase	67	603	45	45	45	1.00000	1.00000	Non-essential
BW25113_1413	hrpA	helicase%2C ATP-dependent	366	3900	106	106	106	0.00001	0.00011	Essential
BW25113_1414	ydcF	-	139	798	67	67	67	0.09800	0.71838	Non-essential
BW25113_1415	aldA	aldehyde dehydrogenase%2C NAD-linked	190	1437	43	43	43	1.00000	1.00000	Non-essential
BW25113_1418	cybB	-	65	528	34	34	34	1.00000	1.00000	Non-essential
BW25113_1419	ydcA	-	23	171	56	56	69	0.06184	0.47856	Non-essential
BW25113_1420	mokB	regulatory peptide whose translation enables hokB expression	34	165	18	18	18	1.00000	1.00000	Non-essential
BW25113_1421	trg	-	239	1638	56	56	56	0.76405	1.00000	Non-essential
BW25113_1422	ydcI	putative transcriptional regulator LYSR-type	141	921	49	49	49	0.99957	1.00000	Non-essential
BW25113_1423	ydcJ	-	162	1341	50	50	50	0.99774	1.00000	Non-essential
BW25113_1424	opgD	putative glycoprotein	243	1653	65	65	65	0.15351	1.00000	Non-essential
BW25113_1426	ydcH	-	25	222	35	35	35	1.00000	1.00000	Non-essential
BW25113_1427	rimL	ribosomal-protein-serine acetyltransferase	70	537	42	42	42	1.00000	1.00000	Non-essential
BW25113_1428	ydcK	-	104	978	46	46	46	1.00000	1.00000	Non-essential
BW25113_1429	tehA	-	144	990	39	39	39	1.00000	1.00000	Non-essential
BW25113_1430	tehB	-	107	591	33	33	33	1.00000	1.00000	Non-essential
BW25113_1431	ydcL	-	107	666	65	65	65	0.15351	1.00000	Non-essential
BW25113_1432	insQ	-	135	1146	49	49	49	0.99957	1.00000	Non-essential
BW25113_1433	ydcO	putative membrane transport protein	125	1173	77	77	77	0.00932	0.08337	Non-essential
BW25113_1434	ydcN	-	58	534	39	39	39	1.00000	1.00000	Non-essential
BW25113_1435	ydcP	putative protease	231	1959	59	59	59	0.50495	1.00000	Non-essential
BW25113_1436	yncJ	-	28	228	38	38	38	1.00000	1.00000	Non-essential
BW25113_1438	hicB	-	40	414	71	71	71	0.03873	0.31387	Non-essential
BW25113_1439	ydcR	multi modular%3B putative transcriptional regulator%3B also putative ATP-binding component of a transport system	173	1404	47	47	47	1.00000	1.00000	Non-essential
BW25113_1440	ydcS	periplasmic-binding component of ABC superfamily	197	1143	40	40	40	1.00000	1.00000	Non-essential
BW25113_1441	ydcT	ATP-binding component of ABC superfamily	137	1011	49	49	49	0.99957	1.00000	Non-essential
BW25113_1442	ydcU	membrane component of ABC superfamily	128	939	43	43	43	1.00000	1.00000	Non-essential
BW25113_1443	ydcV	membrane component of ABC superfamily	79	792	56	56	56	0.76405	1.00000	Non-essential
BW25113_1444	patD	putative aldehyde dehydrogenase	175	1422	78	78	78	0.00734	0.06733	Non-essential
BW25113_1445	ydcX	-	14	171	33	33	33	1.00000	1.00000	Non-essential
BW25113_1446	ydcY	-	32	231	22	22	22	1.00000	1.00000	Non-essential
BW25113_1447	ydcZ	-	51	447	42	42	42	1.00000	1.00000	Non-essential
BW25113_1448	mnaT	-	62	516	38	38	38	1.00000	1.00000	Non-essential
BW25113_1449	curA	putative oxidoreductase	182	1035	47	47	47	1.00000	1.00000	Non-essential
BW25113_1450	mcbR	-	213	663	23	23	23	1.00000	1.00000	Non-essential
BW25113_1451	yncD	-	369	2100	66	66	66	0.12288	0.87829	Non-essential
BW25113_1452	yncE	putative receptor	144	1059	52	52	52	0.97696	1.00000	Non-essential
BW25113_1453	ansP	L-asparagine permease	224	1497	50	50	50	0.99774	1.00000	Non-essential
BW25113_1454	yncG	-	145	615	43	46	48	0.99995	1.00000	Non-essential
BW25113_1455	yncH	-	4	210	88	91	101	0.00003	0.00034	Essential
BW25113_1457	ydcD	-	16	480	161	161	161	0.00000	0.00000	Essential
BW25113_1460	ydcC	H repeat-associated protein (ORF-H)	329	1134	50	50	50	0.99774	1.00000	Non-essential
BW25113_1461	pptA	-	62	231	24	24	24	1.00000	1.00000	Non-essential
BW25113_1462	yddH	-	117	567	27	27	27	1.00000	1.00000	Non-essential
BW25113_1463	nhoA	-	109	843	53	53	53	0.94850	1.00000	Non-essential
BW25113_1464	yddE	-	104	891	65	65	65	0.15351	1.00000	Non-essential
BW25113_1465	narV	-	99	678	27	27	27	1.00000	1.00000	Non-essential
BW25113_1466	narW	-	82	693	44	44	44	1.00000	1.00000	Non-essential
BW25113_1467	narY	-	178	1542	101	101	101	0.00003	0.00034	Essential
BW25113_1468	narZ	-	489	3738	81	81	81	0.00358	0.03446	Essential
BW25113_1469	narU	nitrite extrusion protein 2	214	1386	38	38	38	1.00000	1.00000	Non-essential
BW25113_1473	yddG	-	292	879	28	28	28	1.00000	1.00000	Non-essential
BW25113_1474	fdnG	formate dehydrogenase-N%2C nitrate-inducible%2C alpha subunit	390	3045	66	66	66	0.12288	0.87829	Non-essential
BW25113_1475	fdnH	formate dehydrogenase-N%2C nitrate-inducible%2C iron-sulfur beta subunit	92	882	52	52	52	0.97696	1.00000	Non-essential
BW25113_1476	fdnI	formate dehydrogenase-N%2C nitrate-inducible%2C cytochrome B556(Fdn) gamma subunit	63	651	56	56	56	0.76405	1.00000	Non-essential
BW25113_1477	yddM	-	20	282	52	52	52	0.97696	1.00000	Non-essential
BW25113_1478	adhP	alcohol dehydrogenase	135	1008	42	42	42	1.00000	1.00000	Non-essential
BW25113_1479	maeA	NAD-linked malate dehydrogenase (malic enzyme)	247	1695	54	54	54	0.90304	1.00000	Non-essential
BW25113_1480	sra	stationary phase-induced ribosome-associated protein	20	135	20	20	20	1.00000	1.00000	Non-essential
BW25113_1481	bdm	-	80	213	15	15	15	1.00000	1.00000	Non-essential
BW25113_1482	osmC	osmotically inducible protein	80	429	54	54	54	0.90304	1.00000	Non-essential
BW25113_1483	ddpF	ATP-binding component of ABC superfamily	129	924	62	62	62	0.28987	1.00000	Non-essential
BW25113_1484	ddpD	ATP-binding component of ABC superfamily	137	984	48	48	48	0.99995	1.00000	Non-essential
BW25113_1485	ddpC	membrane component of ABC superfamily	112	894	53	53	53	0.94850	1.00000	Non-essential
BW25113_1486	ddpB	membrane component of ABC superfamily	138	1020	42	42	42	1.00000	1.00000	Non-essential
BW25113_1487	ddpA	periplasmic-binding component of ABC superfamily	155	1548	173	173	173	0.00000	0.00000	Essential
BW25113_1488	ddpX	-	88	579	25	25	25	1.00000	1.00000	Non-essential
BW25113_1489	dosP	-	274	2397	77	77	77	0.00932	0.08337	Non-essential
BW25113_1490	dosC	-	343	1380	38	38	38	1.00000	1.00000	Non-essential
BW25113_1491	yddW	-	247	1317	40	40	40	1.00000	1.00000	Non-essential
BW25113_1492	gadC	acid sensitivity protein%2C putative transporter	307	1533	54	54	54	0.90304	1.00000	Non-essential
BW25113_1493	gadB	glutamate decarboxylase isozyme	427	1398	25	25	25	1.00000	1.00000	Non-essential
BW25113_1494	pqqL	putative zinc protease	641	2793	47	47	47	1.00000	1.00000	Non-essential
BW25113_1495	yddB	-	598	2370	31	31	31	1.00000	1.00000	Non-essential
BW25113_1496	yddA	-	507	1683	28	28	28	1.00000	1.00000	Non-essential
BW25113_1497	ydeM	putative enzyme	221	1155	92	92	92	0.00026	0.00275	Essential
BW25113_1498	ydeN	putative sulfatase	508	1680	41	41	41	1.00000	1.00000	Non-essential
BW25113_1499	ydeO	putative ARAC-type regulatory protein	96	759	86	86	86	0.00108	0.01117	Essential
BW25113_1500	safA	-	8	195	44	44	92	0.00026	0.00275	Essential
BW25113_1501	ydeP	putative oxidoreductase%2C major subunit	403	2277	48	48	48	0.99995	1.00000	Non-essential
BW25113_1502	ydeQ	putative adhesin%3B similar to FimH protein	212	912	59	59	59	0.50495	1.00000	Non-essential
BW25113_1503	ydeR	putative fimbrial-like protein	182	501	17	17	17	1.00000	1.00000	Non-essential
