Orf ID	Feature Type(1:gene 2:rRNA 3:tRNA 4:ncRNA 7:tmRNA 8:sRNA)	Orf	Alternative name	MapPosition	Start(BP)	End(BP)	Length(BP)	Direction(0:+ 1:-)	Class(1:essential 2:noessential 3:unknown)	PID	Product	PMID
1287	1	ycjM	b1309,ECK1304,JW1302,o568	29.489999771118164	1368240	1369919	1680	0	2	87081873	putative glucosyltransferase	
1288	1	ycjN	b1310,ECK1305,JW1303,o430	29.526500701904297	1369933	1371225	1293	0	2	1787569	putative sugar transporter subunit: periplasmic-binding component of ABC superfamily	
1289	1	ycjO	b1311,ECK1306,JW1304,o293,o293b	29.554800033569336	1371246	1372127	882	0	2	1787570	putative sugar transporter subunit: membrane component of ABC superfamily	
1290	1	ycjP	b1312,ECK1307,JW1305,o280	29.57349967956543	1372114	1372956	843	0	2	1787571	putative sugar transporter subunit: membrane component of ABC superfamily	
1291	1	ycjQ	b1313,ECK1308,JW1306,o349b,o350	29.592300415039062	1372987	1374039	1053	0	2	1787572	putative oxidoreductase, Zn-dependent and NAD(P)-binding	
1292	1	ycjR	b1314,ECK1309,JW5202,o265	29.615400314331055	1374058	1374846	789	0	2	87081874	putative enzyme	
1293	1	ycjS	b1315,ECK1310,JW1308,o351	29.632600784301758	1374856	1375911	1056	0	2	1787574	putative oxidoreductase, NADH-binding	
1294	1	ycjT	b1316,ECK1311,JW1309,o755	29.65530014038086	1375908	1378175	2268	0	2	1787575	putative hydrolase	
1295	1	ycjU	b1317,ECK1312,JW1310,o219,o219a	29.704099655151367	1378172	1378831	660	0	2	1787576	beta-phosphoglucomutase	
1296	1	ycjV	b1318,b4524,ECK1313,JW1311,o322,o322a,ymjB	29.718599319458008	1378845	1379926	1082	0	2			
1297	1	ompG	b1319,ECK1315,JW1312,o301	29.742799758911133	1379971	1380876	906	0	2	1787579	outer membrane porin G	9721282
1298	1	ycjW	b1320,ECK1316,f332,f332a,JW1313	29.764699935913086	1380987	1381985	999	1	2	1787580	putative DNA-binding transcriptional regulator	
1299	1	ycjX	b1321,ECK1317,JW1314,o465	29.789600372314453	1382141	1383538	1398	0	2	1787581	conserved protein with nucleoside triphosphate hydrolase domain	
1300	1	ycjF	b1322,ECK1318,JW1315,o353	29.819700241088867	1383535	1384596	1062	0	2	1787582	inner membrane protein, UPF0283 family	
1301	1	tyrR	b1323,ECK1319,JW1316	29.845699310302734	1384744	1386285	1542	0	2	1787583	DNA-binding transcriptional dual regulator, tyrosine-binding	
1302	1	tpx	b1324,ECK1320,f168,JW1317,yzzJ	29.879899978637695	1386329	1386835	507	1	2	1787584	lipid hydroperoxide peroxidase	
1303	1	ycjG	b1325,ECK1321,JW1318,o335,ycjH	29.893299102783203	1386954	1387919	966	0	2	87081876	L-Ala-D/L-Glu epimerase	
1304	1	mpaA	b1326,ECK1322,f262,JW1319,ycjI	29.91360092163086	1387894	1388622	729	1	2	226510938	murein peptide amidase A	
10080	1	ymjC	b4525,ECK1323,JW5960	29.93199920654297	1388749	1388886	138	1	2			
10255	1	ymjD	b4673,ECK4488	29.935100555419922	1388892	1388957	66	1	2			
1305	1	ycjY	b1327,ECK1324,f310,f310b,JW5804	29.936500549316406	1388957	1389877	921	1	2	221142683	putative hydrolase	
1306	1	ycjZ	b1328,ECK1325,JW1321,o299,o299a	29.959299087524414	1390015	1390914	900	0	2	1787589	putative DNA-binding transcriptional regulator	
1307	1	mppA	b1329,ECK1326,JW1322,o544,ynaH	29.986000061035156	1391251	1392864	1614	0	2	87081878	murein tripeptide (L-ala-gamma-D-glutamyl-meso-DAP) transporter subunit	
1308	1	ynaI	b1330,ECK1327,f343,JW1323	30.021799087524414	1392915	1393946	1032	1	2	1787591	mechanosensitive channel protein, very small conductance	
10081	1	insH1	b1331,ECK0261,insH	30.047399520874023	1394100	1395116	1017	0	2	1787592	IS5 transposase and trans-activator	
1311	1	ynaJ	b1332,ECK1328,JW1326,o302a,o85	30.07509994506836	1395389	1395646	258	0	2	1787593	putative inner membrane protein, DUF2534 family	
1310	1	uspE	b1333,ECK1329,f316,JW1327,ydaA	30.08180046081543	1395696	1396646	951	1	2	1787594	stress-induced protein	
1312	1	fnr	b1334,ECK1330,frdB,JW1328,nirA,nirR,ossA	30.105499267578125	1396798	1397550	753	1	2	1787595	DNA-binding transcriptional dual regulator, global regulator of anaerobic growth	
1313	1	ogt	b1335,ECK1331,JW1329	30.125900268554688	1397745	1398260	516	1	2	1787596	O-6-alkylguanine-DNA:cysteine-protein methyltransferase	
1314	1	abgT	b1336,ECK1332,f510,JW5822,ydaH	30.137300491333008	1398271	1399797	1527	1	2	87081879	p-aminobenzoyl-glutamate transporter; membrane protein	
1315	1	abgB	b1337,ECK1333,f481,JW1331,ydaI	30.170900344848633	1399834	1401279	1446	1	2	1787598	p-aminobenzoyl-glutamate hydrolase, B subunit	
1316	1	abgA	b1338,ECK1334,f441,f441d,JW5205,ydaJ	30.20210075378418	1401279	1402589	1311	1	2	87081880	p-aminobenzoyl-glutamate hydrolase, A subunit	
1317	1	abgR	b1339,ECK1335,JW1333,o302,o302c,ydaK	30.234100341796875	1402765	1403673	909	0	2	1787601	putative DNA-binding transcriptional regulator of abgABT operon	
10082	4	mcaS	b4426,ECK1336,IS061,isrA,JWR0233	30.253799438476562	1403680	1403775	96	1	2		motility and biofilm regulator sRNA	
1318	1	smrA	b1340,ECK1337,JW1334,o187,o187c,ydaL	30.260799407958984	1404003	1404566	564	0	2	1787602	DNA endonuclease	
1319	1	ydaM	b1341,ECK1338,f430,JW5206	30.273399353027344	1404587	1405819	1233	1	2	87081881	diguanylate cyclase, csgD regulator	
1320	1	ydaN	b1342,ECK1339,JW1336,o327,zntB	30.305400848388672	1406074	1407057	984	0	2	1787604	putative Zn(II) transporter	
10266	4	fnrS	b4699,ECK4511,rydA	30.328699111938477	1407153	1407274	122	0	2		FNR-activated anaerobic sRNA antisense regulator down regulates cydDC, metE, sodA, sodB, Hfq-dependent; mediates negative FNR regulation	
1321	1	dbpA	b1343,ECK1340,JW1337,rhlC	30.33690071105957	1407535	1408908	1374	0	2	1787605	ATP-dependent RNA helicase, specific for 23S rRNA	
1322	1	ttcA	b1344,ECK1341,f311,f311a,JW1338,stcA,ydaO	30.369300842285156	1409037	1409972	936	1	2	1787606	tRNA 2-thiocytidine biosynthesis protein	
1323	1	intR	b1345,ECK1342,f411,f411b,JW1339,ydaP	30.390600204467773	1410024	1411259	1236	1	2	1787607	Rac prophage; integrase	
1324	1	ydaQ	b1346,ECK1343,f79,JW5207	30.417200088500977	1411261	1411476	216	1	2	87081882	Rac prophage; conserved protein	
1326	1	rcbA	b1347,ECK1344,f69,JW1341,ydaC	30.423599243164062	1411555	1411764	210	1	2	1787609	double-strand break reduction protein, Rac prophage	
1325	1	ralR	b1348,ECK1345,JW5208,lar,ral,ydaB	30.427900314331055	1411757	1411951	195	1	2	1787610	Rac prophage; restriction alleviation protein	
1327	1	recT	b1349,ECK1346,JW1343	30.433300018310547	1412008	1412817	810	1	2	1787611	Rac prophage; recombination and repair protein	
1328	1	recE	b1350,ECK1347,JW1344,rmuB,sbcA	30.450599670410156	1412810	1415410	2601	1	2	1787612	Rac prophage; exonuclease VIII, 5' -> 3' specific dsDNA exonuclease	
1329	1	racC	b1351,ECK1348,JW1345,sbcA	30.508899688720703	1415512	1415787	276	1	2	1787614	Rac prophage; putative protein	
10083	1	ydaE	b4526,ECK1349,JW1346	30.516399383544922	1415862	1416032	171	1	2	87081883	Rac prophage; conserved protein	
1330	1	kilR	b1352,ECK1350,JW1347,kil,ydaD	30.520099639892578	1416032	1416253	222	1	2	87081884	Rac prophage; inhibitor of ftsZ, killing protein	8752325
1331	1	sieB	b1353,ECK1351,git,JW5209	30.534400939941406	1416695	1417183	489	0	2	87081885	Rac prophage; phage superinfection exclusion protein	
1333	1	ydaF	b1354,b4527,ECK1352,JW1349,o58	30.5447998046875	1417180	1417335	156	1	2	87081886	Rac prophage; putative protein	
1332	1	ydaG	b1355,ECK1353,f59,f59a,gatA,JW5210	30.54840087890625	1417346	1417480	135	1	2	87081887	Rac prophage; putative protein	
1334	1	racR	b1356,cohR,ECK1354,f158,JW1351,ydaR	30.557899475097656	1417789	1418265	477	1	2	1787619	Rac prophage; predicted DNA-binding transcriptional regulator	
1335	1	ydaS	b1357,ECK1355,JW1352,o98,o98b	30.570899963378906	1418389	1418685	297	0	2	1787620	Rac prophage; predicted DNA-binding transcriptional regulator	
1336	1	ydaT	b1358,ECK1356,JW1353,o140	30.577699661254883	1418708	1419130	423	0	2	1787621	Rac prophage; putative protein	
1337	1	ydaU	b1359,ECK1357,JW1354,o285,o285a	30.587099075317383	1419143	1420000	858	0	2	1787622	Rac prophage; conserved protein	
1338	1	ydaV	b1360,ECK1358,JW1355,o248,o248a	30.60569953918457	1420007	1420753	747	0	2	1787623	Rac prophage; predicted DNA replication protein	
1339	1	ydaW	b1361,ECK1359,JW5211,o203	30.621200561523438	1420725	1421224	500	0	2			
1340	1	rzpR	b1362,ECK1360,JW5212,o101,o101a,Rz,ydaX	30.631999969482422	1421225	1421668	444	0	2			
10084	1	rzoR	b4528,ECK1361,JW5213,Rz1	30.63629913330078	1421424	1421609	186	0	2	87081890	Rac prophage; predicted lipoprotein	
1341	1	trkG	b1363,ECK1362,JW1358	30.644500732421875	1421806	1423263	1458	0	2	1787626	Rac prophage; potassium transporter subunit	
1342	1	ynaK	b1365,ECK1363,JW1359,o87,o93,o93b	30.67889976501465	1423401	1423664	264	0	2	1787628	Rac prophage; conserved protein	
1344	1	ydaY	b1366,ECK1364,JW1360,o119,o119a	30.68429946899414	1423654	1424106	453	0	2			
1346	1	ynaA	b1368,ECK1365,JW1361,o342	30.70210075378418	1424478	1425410	933	0	2			
1348	1	lomR	b1369,b1371,b4570,ECK1366,JW5884,JW5904,lomR_1,o51	30.722299575805664	1425413	1427008	1596	0	2			
10085	1	insH1	b1370,ECK0261,insH	30.729999542236328	1425770	1426750	981	1	2			
1350	1	stfR	b1372,ECK1367,JW1366,o1120b,o1122,ynaB	30.757999420166016	1427073	1430435	3363	0	2	87081892	Rac prophage; predicted tail fiber protein	
1351	1	tfaR	b1373,ECK1368,JW1367,o191,o191b,ynaC	30.83049964904785	1430435	1431010	576	0	2	1787637	Rac prophage; predicted tail fiber assembly protein	
1352	1	pinR	b1374,ECK1369,f196,f196c,JW1368,ynaD	30.844999313354492	1431108	1431698	591	1	2	1787638	Rac prophage; predicted site-specific recombinase	
1353	1	ynaE	b1375,ECK1370,f88,f88a,JW1369	30.864599227905273	1432015	1432248	234	1	2	345297173	cold shock protein, function unknown, Rac prophage	
10086	1	ttcC	b4638,ECK4447	30.885400772094727	1432982	1433032	51	1	2			
1354	1	uspF	b1376,ECK1371,f168,JW1370,ynaF,yzzL	30.890300750732422	1433209	1433643	435	1	2	87081893	stress-induced protein, ATP-binding protein	
1355	1	ompN	b1377,ECK1372,f377,f377a,JW1371,ynaG	30.902700424194336	1433784	1434917	1134	1	2	1787641	outer membrane pore protein N, non-specific	
10087	4	micC	b4427,ECK1373,IS063,JWR0234,tke8	30.93199920654297	1435145	1435253	109	0	2		sRNA antisense regulator of OmpC translation, Hfq-dependent	
1356	1	ydbK	b1378,ECK1374,f1174,JW1372	30.934999465942383	1435284	1438808	3525	1	2	1787642	fused predicted pyruvate-flavodoxinoxidoreductase: conserved protein/conserved protein/FeS binding protein	
10088	1	ydbJ	b4529,ECK1375,JW5215	31.01689910888672	1439082	1439348	267	0	2	87081894	putative lipoprotein, DUF333 family	
1357	1	hslJ	b1379,ECK1376,JW1374,ydbI	31.022499084472656	1439345	1439767	423	1	2	1787644	heat-inducible lipoprotein involved in novobiocin resistance	
1358	1	ldhA	b1380,ECK1377,hslF,hslI,htpH,JW1375	31.034000396728516	1439878	1440867	990	1	2	1787645	fermentative D-lactate dehydrogenase, NAD-dependent	
1359	1	ydbH	b1381,ECK1378,JW1376,o879	31.059799194335938	1441075	1443714	2640	0	2	1787646	hypothetical protein	
1360	1	ynbE	b1382,ECK1379,JW1377,o61	31.116600036621094	1443711	1443896	186	0	2	1787647	lipoprotein	
1361	1	ydbL	b1383,ECK1380,JW5216,o110	31.120800018310547	1443904	1444230	327	0	2	87081895	hypothetical protein	
1362	1	feaR	b1384,ECK1381,f301,JW1379,maoB,maoR,maoX,ydbM	31.131500244140625	1444402	1445307	906	1	2	1787649	DNA-binding transcriptional activator for tynA and feaB	
1363	1	feaB	b1385,ECK1382,JW1380,o500,padA,ydbG	31.156099319458008	1445543	1447042	1500	0	2	87081896	phenylacetaldehyde dehydrogenase	
1364	1	tynA	b1386,ECK1383,JW1381,maoA	31.189699172973633	1447100	1449373	2274	1	2	1787651	tyramine oxidase, copper-requiring	
1365	1	paaZ	b1387,ECK1384,f681,JW1382,maoC,tynP?,ydbN	31.243999481201172	1449621	1451666	2046	1	2	1787653	fused oxepin-CoAhydrolase/3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase	
1366	1	paaA	b1388,ECK1385,JW1383,o309,ydbO	31.294200897216797	1451951	1452880	930	0	2	1787654	ring 1,2-phenylacetyl-CoA epoxidase subunit	
1367	1	paaB	b1389,ECK1386,JW1384,o95,ynbF	31.31450080871582	1452892	1453179	288	0	2	1787655	ring 1,2-phenylacetyl-CoA epoxidase possible subunit, not required for in vitro activity	
1368	1	paaC	b1390,ECK1387,JW1385,o248,ydbP	31.320899963378906	1453188	1453934	747	0	2	1787656	ring 1,2-phenylacetyl-CoA epoxidase subunit	
1369	1	paaD	b1391,ECK1388,JW5217,o167,ydbQ	31.337299346923828	1453949	1454446	498	0	2	226510939	ring 1,2-phenylacetyl-CoA epoxidase subunit	
1370	1	paaE	b1392,ECK1389,JW1387,o356,ydbR	31.34819984436035	1454454	1455524	1071	0	2	1787658	ring 1,2-phenylacetyl-CoA epoxidase, NAD(P)H oxidoreductase component	
1371	1	paaF	b1393,ECK1390,JW1388,o255,ydbR,ydbS	31.371200561523438	1455521	1456288	768	0	2	1787659	2,3-dehydroadipyl-CoA hydratase	
1372	1	paaG	b1394,ECK1391,JW1389,o262,o262b,ydbT	31.387699127197266	1456288	1457076	789	0	2	1787660	1,2-epoxyphenylacetyl-CoA isomerase, oxepin-CoA-forming	
1373	1	paaH	b1395,ECK1392,JW1390,o475,ydbU	31.404699325561523	1457078	1458505	1428	0	2	1787661	3-hydroxyadipyl-CoA dehydrogenase, NAD+-dependent	
1374	1	paaI	b1396,ECK1393,JW1391,o140,ydbV	31.435300827026367	1458495	1458917	423	0	2	1787662	thioesterase, most active with ring-hydroxylated phenylacetyl-coenzyme A thioesters	
1375	1	paaJ	b1397,ECK1394,JW1392,o401,o401a,ydbW	31.444400787353516	1458917	1460122	1206	0	2	1787663	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase	
1376	1	paaK	b1398,ECK1395,JW5218,o437	31.47089958190918	1460149	1461462	1314	0	2	1787664	phenylacetyl-CoA ligase	
1377	1	paaX	b1399,ECK1396,JW1394,o316,ydbY	31.501399993896484	1461563	1462513	951	0	2	1787666	DNA-binding transcriptional repressor of phenylacetic acid degradation paa operon, phenylacetyl-CoA inducer	
1378	1	paaY	b1400,ECK1397,JW1395,o196,o196a,ydbZ	31.521499633789062	1462495	1463085	591	0	2	1787667	putative hexapeptide repeat acetyltransferase	
10229	1	ynbG	b4674,ECK4489,ymiB	31.536500930786133	1463189	1463254	66	1	2	226510940	hypothetical protein	
1379	1	ydbA	b1401,b1405,b4492,ECK1398,JW1402,JW5802,o1107,o852,ydbA_1	31.54129981994629	1463416	1472037	8622	0	2			
10089	1	insD1	b1402,ECK0358,insD	31.59589958190918	1465945	1466850	906	1	2	1787669	IS2 transposase TnpB	
10090	1	insC1	b1403,ECK0357,insC	31.614500045776367	1466808	1467173	366	1	2	145693126	IS2 repressor TnpA	
10091	1	insI1	b1404,ECK0258,insI	31.626800537109375	1467382	1468533	1152	0	2	1787671	IS30 transposase	
1384	1	ydbC	b1406,ECK1399,JW1403	31.731599807739258	1472245	1473105	861	0	2	1787674	putative oxidoreductase, NAD(P)-binding	
1385	1	ydbD	b1407,ECK1400,JW5221	31.75149917602539	1473168	1475474	2307	0	2	87081900	putative PF10971 family periplasmic methylglyoxal resistance protein	
1386	1	ynbA	b1408,ECK1401,JW1405,o203	31.804899215698242	1475645	1476250	606	0	2	87081901	inner membrane protein	
1387	1	ynbB	b1409,ECK1402,JW1406,o298	31.81800079345703	1476250	1477146	897	0	2	1787677	putative CDP-diglyceride synthase	
1388	1	ynbC	b1410,ECK1403,JW1407,o585	31.837600708007812	1477162	1478919	1758	0	2	1787678	putative hydrolase	
1389	1	ynbD	b1411,ECK1404,JW1408,o430	31.87579917907715	1478933	1480225	1293	0	2	1787679	putative phosphatase inner membrane protein	
1390	1	azoR	acpD,b1412,ECK1405,JW1409	31.904800415039062	1480279	1480884	606	1	2	1787680	NADH-azoreductase, FMN-dependent	
1391	1	hrpA	b1413,ECK1406,JW5905	31.922199249267578	1481085	1484987	3903	0	2	145693127	putative ATP-dependent helicase	
1392	1	ydcF	b1414,ECK1407,JW1411	32.01210021972656	1485259	1486059	801	0	2	1787683	conserved SAM-binding protein, DUF218 family	
1393	1	aldA	ald,b1415,ECK1408,JW1412	32.033599853515625	1486256	1487695	1440	0	2	1787684	aldehyde dehydrogenase A, NAD-linked	9202484
1395	1	gapC	b1416,b1417,b4493,ECK1409,f134,f83,gapC_1,JW1413,JW5906	32.06549835205078	1487737	1488737	1001	1	2			
1394	1	cybB	b1418,ECK1410,JW5224,o188	32.09120178222656	1488926	1489456	531	0	2	87081903	cytochrome b561	
10092	4	rydC	b4597,ECK4407,IS067	32.10279846191406	1489467	1489530	64	1	2		sRNA antisense regulator of yejABEF, Hfq-dependent; over-expression causes a thermosensitive growth phenotype on minimal glycerol, maltose, or ribose media	
1396	1	ydcA	b1419,ECK1411,JW1416,o57	32.1078987121582	1489701	1489874	174	0	2	1787688	hypothetical protein	
10093	1	hokB	b4428,ECK1412,JW5225,ydcB	32.11320114135742	1489946	1490095	150	1	2	48994884	toxic polypeptide, small	
1397	1	mokB	b1420,ECK1413,f55,JW5882	32.11399841308594	1489986	1490153	168	1	2	1787689	regulatory peptide	
10094	4	sokB	b4429,ECK1414,JWR0235	32.117401123046875	1490143	1490198	56	0	2		sRNA antisense regulator blocking mokB, and hence hokB, translation	
1398	1	trg	b1421,ECK1415,JW1417,o546	32.125	1490494	1492134	1641	0	2	1787690	methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor	
1399	1	ydcI	b1422,ECK1416,f354,JW5226	32.16109848022461	1492172	1493095	924	1	2	87081904	putative DNA-binding transcriptional regulator	
1400	1	ydcJ	b1423,ECK1417,JW1419,o447	32.185699462890625	1493312	1494655	1344	0	2	1787692	putative metalloenzyme	
1401	1	opgD	b1424,ECK1418,f67,JW1420,mdoD,o551,ydcG,yzzZ	32.21950149536133	1494880	1496535	1656	0	2	145693128	osmoregulated periplasmic glucan (OPG) biosynthesis periplasmic protein	
1403	1	ydcH	b1426,ECK1419,JW5823	32.258201599121094	1496675	1496899	225	0	2	87081906	DUF465 family protein, function unknown	
1404	1	rimL	b1427,ECK1420,JW1423	32.264400482177734	1496962	1497501	540	0	2	1787697	ribosomal-protein-L7/L12-serine acetyltransferase	2671655
1405	1	ydcK	b1428,ECK1421,f326,JW1424	32.27579879760742	1497493	1498473	981	1	2	1787698	putative enzyme	
1406	1	tehA	b1429,ECK1422,JW1425	32.299598693847656	1498597	1499589	993	0	2	1787699	potassium-tellurite ethidium and proflavin transporter	
1407	1	tehB	b1430,ECK1423,JW1426	32.320899963378906	1499586	1500179	594	0	2	1787700	tellurite, selenium methyltransferase, SAM-dependent; tellurite, selenium resistance protein	
1408	1	ydcL	b1431,ECK1424,JW1427,o222,o222b	32.3401985168457	1500481	1501149	669	0	2	1787701	lipoprotein	
10095	1	insP	b4530,b4531,b4578,ECK1425,JW5227,JW5961,orf1,orfA,tnpA,yncK	32.35660171508789	1501242	1501673	432	1	2			
1409	1	insQ	b1432,ECK1426,JW5228,o402,orf2,orfB,tnpB,ydcM	32.367401123046875	1501741	1502889	1149	0	2	288549314	IS609 transposase B	
1410	1	ydcO	b1433,ECK1427,f478,JW5229	32.393001556396484	1502929	1504104	1176	1	2	87081909	inner membrane protein, predicted transporter, function unknown	
1411	1	ydcN	b1434,ECK1428,JW1430,o178,o178a	32.4202995300293	1504196	1504732	537	0	2	1787704	putative DNA-binding transcriptional regulator	
1412	1	ydcP	b1435,ECK1429,JW1431,o667	32.43339920043945	1504805	1506766	1962	0	2	87081910	putative peptidase	
1413	1	yncJ	b1436,ECK1430,f76,f76a,JW1432	32.477699279785156	1506858	1507088	231	1	2	1787707	hypothetical protein	
1415	1	hicA	b1437,b4532,ECK1431,f65,JW5230,yncN	32.48740005493164	1507310	1507486	177	0	2	87081911	mRNA interferase toxin of the HicAB toxin-antitoxin system	
1414	1	hicB	b1438,ECK1432,JW1433,o145,ydcQ	32.4921989440918	1507532	1507948	417	0	2	145693129	antitoxin for the HicAB toxin-antitoxin system	
1416	1	ydcR	b1439,ECK1433,JW1434,o468,o468a	32.502899169921875	1508027	1509433	1407	0	2	1787710	fused predicted DNA-binding transcriptionalregulator/predicted amino transferase	
1417	1	ydcS	b1440,ECK1434,JW1435,o381,o381b	32.53839874267578	1509678	1510823	1146	0	2	1787711	polyhydroxybutyrate (PHB) synthase, ABC transporter periplasmic binding protein homolog	
1418	1	ydcT	b1441,ECK1435,JW1436,o337	32.563499450683594	1510841	1511854	1014	0	2	1787712	putative spermidine/putrescine transporter subunit	
1419	1	ydcU	b1442,ECK1436,JW1437,o313	32.58539962768555	1511855	1512796	942	0	2	1787713	putative spermidine/putrescine transporter subunit	
1420	1	ydcV	b1443,ECK1437,JW1438,o264	32.60540008544922	1512786	1513580	795	0	2	1787714	putative spermidine/putrescine transporter subunit	
1421	1	patD	b1444,ECK1438,JW1439,o474,o474a,prr,ydcW	32.62300109863281	1513602	1515026	1425	0	2	1787715	gamma-aminobutyraldehyde dehydrogenase	
10096	1	yncL	b4598,ECK4408	32.655799865722656	1515123	1515218	96	1	2	145693130	hypothetical protein	
1422	1	ydcX	b1445,ECK1439,JW5232,o82	32.66210174560547	1515413	1515586	174	0	2	87081912	conserved protein, DUF2566 family	
1423	1	ydcY	b1446,ECK1440,JW1441,o77	32.667598724365234	1515672	1515905	234	0	2	1787717	hypothetical protein	
1424	1	ydcZ	b1447,ECK1441,f149,JW1442	32.672698974609375	1515906	1516355	450	1	2	1787718	inner membrane protein, DUF606 family	
1425	1	mnaT	b1448,ECK1442,f172,JW5233,yncA	32.68230056762695	1516352	1516870	519	1	2	1787719	methionine N-acyltransferase; L-amino acid N-acyltransferase	
1426	1	curA	b1449,ECK1443,JW5907,o376,yncB	32.6973991394043	1517051	1518088	1038	0	2	226510941	curcumin/dihydrocurcumin reductase, NADPH-dependent	
1427	1	mcbR	b1450,ECK1444,JW1445,o240,yncC	32.7239990234375	1518286	1518951	666	0	2	87081914	colanic acid and biofilm gene transcriptional regulator, MqsR-controlled	
